cell_name,sample,cell_type,cell_subtype,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment,source,cell_cohort
cy82_CD45_neg_1_B09_S213_comb,Mel82,Fibroblast,Fibroblast,7004,3.0638,-26.8805,0.0181,-0.0534,Not cycling,,"","",treatment.naive,Tirosh
Cy81_Bulk_CD45_D09_S141_comb,Mel81,"",Unassigned,12845,3.9222,-39.1696,,,"",,"","",treatment.naive,Tirosh
CY88CD45_150813_H07_S379_comb,Mel88,Macrophage,Macrophage,5429,-29.7441,22.9187,0.1259,0.1981,Not cycling,,"","",post.treatment,Tirosh
cy80_CD45_neg_G07_S943_comb,Mel80,Endothelial,Endothelial,3087,-7.7223,-25.5083,-0.0515,-0.1516,Not cycling,,"","",treatment.naive,Tirosh
cy78_CD45_neg_3_D02_S710_comb,Mel78,Malignant,Malignant,5613,-9.5084,-37.9582,-0.0529,-0.0654,Not cycling,0.7681,Translation initiation,"",post.treatment,Tirosh
cy60_1_cd_45_neg_3_H07_S571_comb,Mel60,Malignant,Malignant,2144,-9.4293,-4.6557,-0.0841,-0.2069,Not cycling,,"","",post.treatment,Tirosh
cy60_1_cd_45_pos_3_B01_S301_comb,Mel60,NK_cell,NK_cell,2981,3.1753,-10.1882,-0.1576,0.0555,Not cycling,,"","",post.treatment,Tirosh
cy72_CD45_pos_A11_S875_comb,Mel72,B_cell,B_cell,3254,-12.0839,8.3678,-0.2345,-0.0035,Not cycling,,"","",post.treatment,Tirosh
CY89COREQ1_H03_S375_comb,Mel89,B_cell,B_cell,2958,-10.9634,15.8531,0.2529,0.0231,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD45_pos_PD1_pos_B10_S118_comb,Mel80,B_cell,B_cell,4470,9.1045,3.5919,0.0259,-0.0405,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD45_neg_D12_S912_comb,Mel80,Fibroblast,Fibroblast,5986,3.2738,-27.3446,-0.0056,-0.0565,Not cycling,,"","",treatment.naive,Tirosh
CY94CD45POS_1_D05_S137_comb,Mel94,T_cell,T_Cell_CD4,4236,16.6859,-2.8016,0.0986,0.009,Not cycling,0.1469,CD4 - Dysfunction,"",post.treatment,Tirosh
cy60_1_cd_45_pos_3_A09_S297_comb,Mel60,B_cell,B_cell,5008,-7.2277,-6.5058,0.0591,-0.0372,Not cycling,0.6414,Respiration,"",post.treatment,Tirosh
cy74_CD45_pos_D03_S711_comb,Mel74,B_cell,B_cell,3087,-14.388,17.5603,0.1447,0.1619,Not cycling,,"","",post.treatment,Tirosh
CY88CD45POS_7_C03_S219_comb,Mel88,B_cell,B_cell,4974,-12.0598,8.3998,-0.1324,0.1307,Not cycling,,"","",post.treatment,Tirosh
CY94CD45POS_1_F11_S167_comb,Mel94,B_cell,B_cell,3555,-13.6403,14.5914,-0.2106,-0.1007,Not cycling,1.0785,MHC-II,MHC-II,post.treatment,Tirosh
cy94_cd45neg_cd90pos_H04_S376_comb,Mel94,Endothelial,Endothelial,3401,-8.1862,-25.4656,-0.153,0.1475,Not cycling,,"","",post.treatment,Tirosh
cy79_p3_CD45_pos_PD1_neg_G01_S169_comb,Mel79,B_cell,B_cell,3852,-13.7313,15.8526,0.0107,-0.0909,Not cycling,,"","",treatment.naive,Tirosh
CY94CD45POS_1_A12_S108_comb,Mel94,B_cell,B_cell,2392,-13.3112,14.9889,-0.0927,0.0779,Not cycling,0.6747,MHC-II,"",post.treatment,Tirosh
CY84_PRIM_POS_ALL_7_H09_S285_comb,Mel84,Macrophage,Macrophage,4109,-29.5316,16.7579,-0.0761,-0.1801,Not cycling,,"","",treatment.naive,Tirosh
cy94_cd45neg_cd90pos_H12_S384_comb,Mel94,"",Unassigned,8305,-7.2284,6.1094,,,"",,"","",post.treatment,Tirosh
cy53_1_CD45_pos_1_D01_S37_comb,Mel53,NK_cell,NK_cell,5211,3.1627,-10.966,0.101,0.2079,Not cycling,,"","",treatment.naive,Tirosh
cy82_CD45_pos_1_A04_S484_comb,Mel82,B_cell,B_cell,3701,-7.2991,-2.0461,-0.0372,0.296,Not cycling,,"","",treatment.naive,Tirosh
cy60_1_cd_45_pos_4_E10_S58_comb,Mel60,B_cell,B_cell,3907,-9.3305,17.0774,-0.1337,0.0376,Not cycling,1.9454,Memory,Memory,post.treatment,Tirosh
CY89A_CD45_POS_6_H04_S184_comb,Mel89,T_cell,T_Cell_CD8,2519,2.0953,6.059,-0.1148,-0.0416,Not cycling,1.1547,CD8 - Cytotoxic,CD8 - Cytotoxic,treatment.naive,Tirosh
CY84_PRIM_POS_ALL_7_E07_S247_comb,Mel84,NK_cell,NK_cell,2173,5.2472,-8.607,0.0696,-0.0345,Not cycling,,"","",treatment.naive,Tirosh
cy79_p3_CD45_pos_PD1_neg_C02_S122_comb,Mel79,B_cell,B_cell,3883,-14.5768,17.5407,0.0268,0.1337,Not cycling,,"","",treatment.naive,Tirosh
cy82_CD45_pos_1_G02_S554_comb,Mel82,Macrophage,Macrophage,5441,-29.9988,17.5958,0.0721,-0.0032,Not cycling,,"","",treatment.naive,Tirosh
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H09_S1053_comb,Mel60,B_cell,B_cell,3001,-8.0553,18.4437,-0.2662,-0.0998,Not cycling,0.6026,MHC-II,"",post.treatment,Tirosh
cy94_cd45pos_4_B10_S22_comb,Mel94,B_cell,B_cell,3508,-11.2562,15.4496,-0.0222,-0.0733,Not cycling,0.7476,MHC-II,"",post.treatment,Tirosh
cy60_1_cd_45_pos_3_G01_S361_comb,Mel60,NK_cell,NK_cell,3382,3.0732,-10.2116,0.0011,0.0094,Not cycling,,"","",post.treatment,Tirosh
cy53_1_CD45_pos_2_B08_S980_comb,Mel53,NK_cell,NK_cell,2084,3.5533,-10.6908,-0.0847,0.1045,Not cycling,,"","",treatment.naive,Tirosh
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B12_S504_comb,Mel79,B_cell,B_cell,2048,-14.8113,18.3781,-0.0996,0.0275,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD_90_pos_E09_S921_comb,Mel80,Fibroblast,Fibroblast,8901,-12.0172,-7.2524,2.0971,2.2637,Intermediate,,"","",treatment.naive,Tirosh
cy88_cd_45_pos_G07_S463_comb,Mel88,Macrophage,Macrophage,4500,-27.3254,22.8117,0.0507,-0.107,Not cycling,,"","",post.treatment,Tirosh
cy80_CD45_pos_PD1_pos_H10_S190_comb,Mel80,B_cell,B_cell,2626,-13.1419,18.51,0.0809,0.0723,Not cycling,,"","",treatment.naive,Tirosh
cy79_p3_CD45_pos_PD1_neg_B10_S118_comb,Mel79,B_cell,B_cell,2300,-14.4382,16.8221,0.2987,0.103,Not cycling,,"","",treatment.naive,Tirosh
cy53_1_CD45_pos_1_B01_S13_comb,Mel53,NK_cell,NK_cell,4412,3.4974,-10.6045,-0.0469,0.1973,Not cycling,,"","",treatment.naive,Tirosh
CY75_1FNA_A08_S488_comb,Mel75,Macrophage,Macrophage,5047,-29.4571,19.5069,-0.0045,-0.0278,Not cycling,,"","",post.treatment,Tirosh
cy53_1_CD45_pos_1_A05_S5_comb,Mel53,Macrophage,Macrophage,6227,-30.3485,17.4617,-0.1547,0.0823,Not cycling,,"","",treatment.naive,Tirosh
Cy74_CD45_E06_S438_comb,Mel74,"",Unassigned,2628,5.3037,6.6184,,,"",,"","",post.treatment,Tirosh
cy94_cd45neg_cd90pos_E05_S341_comb,Mel94,"",Unassigned,2732,-7.6501,-2.9151,,,"",,"","",post.treatment,Tirosh
cy94_cd45pos_4_E04_S52_comb,Mel94,B_cell,B_cell,8023,20.2988,-2.575,-0.057,-0.1861,Not cycling,1.6059,Interferon,Interferon,post.treatment,Tirosh
CY89FNAQ2_C11_S419_comb,Mel89,Malignant,Malignant,8729,16.917,7.6484,0.2889,0.0943,Not cycling,0.4446,PDAC classical,"",treatment.naive,Tirosh
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D04_S328_comb,Mel79,Malignant,Malignant,2906,19.2647,-29.8153,-0.0064,-0.0663,Not cycling,0.9847,Stress,"",treatment.naive,Tirosh
Cy72_CD45_A07_S679_comb,Mel72,B_cell,B_cell,3666,-11.6678,16.7716,-0.0313,0.0943,Not cycling,,"","",post.treatment,Tirosh
CY88_5_F08_S740_comb,Mel88,Malignant,Malignant,5195,13.6892,37.5994,-0.1145,-0.0783,Not cycling,0.3676,MP41 (Unassigned),"",post.treatment,Tirosh
cy80_CD_90_pos_D10_S910_comb,Mel80,Fibroblast,Fibroblast,9080,-12.0405,-7.2297,2.1151,2.2768,Intermediate,,"","",treatment.naive,Tirosh
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E06_S534_comb,Mel79,B_cell,B_cell,2131,-14.729,18.7277,0.0448,0.1841,Not cycling,,"","",treatment.naive,Tirosh
CY89FNA_E05_S245_comb,Mel89,B_cell,B_cell,3016,-10.599,16.3444,-0.0604,-0.0158,Not cycling,,"","",treatment.naive,Tirosh
CY89A_Core_15_F04_S64_comb,Mel89,B_cell,B_cell,2256,-14.0475,15.0811,0.0198,-0.1336,Not cycling,,"","",treatment.naive,Tirosh
CY89COREQ1_G08_S368_comb,Mel89,Macrophage,Macrophage,6473,-30.3272,21.2104,-0.0427,0.0214,Not cycling,,"","",treatment.naive,Tirosh
CY89COREQ1_E05_S341_comb,Mel89,B_cell,B_cell,2965,-14.0002,15.4793,-0.0948,0.0365,Not cycling,,"","",treatment.naive,Tirosh
CY88CD45POS_2_D01_S421_comb,Mel88,Macrophage,Macrophage,6925,-27.6825,22.1942,0.0322,0.0693,Not cycling,,"","",post.treatment,Tirosh
CY88CD45_150813_H12_S384_comb,Mel88,"",Unassigned,10296,19.809,-2.4207,,,"",,"","",post.treatment,Tirosh
Cy71_CD45_H05_S569_comb,Mel71,"",Unassigned,2194,-11.1036,17.5158,,,"",,"","",treatment.naive,Tirosh
cy84_Primary_CD45_pos_H08_S476_comb,Mel84,B_cell,B_cell,5846,-8.7764,13.5865,1.4073,0.2473,G1/S,,"","",treatment.naive,Tirosh
cy84_Met_CD45_pos_H10_S958_comb,Mel84,B_cell,B_cell,2714,-9.7672,16.4848,-0.1518,-0.0445,Not cycling,,"","",treatment.naive,Tirosh
cy84_Primary_CD45_pos_B08_S404_comb,Mel84,NK_cell,NK_cell,3840,3.5078,-8.9846,-0.0266,-0.1301,Not cycling,,"","",treatment.naive,Tirosh
CY94CD45POS_1_D08_S140_comb,Mel94,B_cell,B_cell,6255,20.4787,-2.9794,-0.1089,0.062,Not cycling,0.6248,MHC-II,"",post.treatment,Tirosh
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G02_S554_comb,Mel79,B_cell,B_cell,3263,-14.7859,18.5182,-0.1089,0.007,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD45_neg_C06_S894_comb,Mel80,Endothelial,Endothelial,4699,-7.3113,-25.8098,0.0577,0.0233,Not cycling,,"","",treatment.naive,Tirosh
cy82_CD45_pos_2_D02_S518_comb,Mel82,T_cell,T_cell,2552,11.9626,-3.3316,0.1237,0.06,Not cycling,,"","",treatment.naive,Tirosh
Cy71_CD45_H07_S571_comb,Mel71,Malignant,Malignant,3557,17.862,-29.7842,0.1547,-0.2091,Not cycling,,"","",treatment.naive,Tirosh
cy79_p3_CD45_pos_PD1_neg_E09_S153_comb,Mel79,NK_cell,NK_cell,2331,3.5882,-10.1632,-0.0095,-0.0774,Not cycling,,"","",treatment.naive,Tirosh
CY89A_CD45_POS_6_D06_S138_comb,Mel89,T_cell,T_cell,3550,-42.0102,7.6041,-0.1096,-0.0676,Not cycling,0.3015,CD8 - Glycolysis/MYC,"",treatment.naive,Tirosh
cy53_1_CD45_neg_C01_S313_comb,Mel53,Fibroblast,Fibroblast,7584,3.2935,-27.4101,-0.0163,0.1793,Not cycling,,"","",treatment.naive,Tirosh
cy53_1_CD45_neg_A10_S298_comb,Mel53,Endothelial,Endothelial,5830,-8.2537,-25.9173,0.1727,0.0788,Not cycling,,"","",treatment.naive,Tirosh
cy79_p3_CD45_neg_PDL1_neg_A07_S199_comb,Mel79,Malignant,Malignant,2772,21.8906,-27.4161,-0.0463,-0.0744,Not cycling,0.9746,Interferon/MHC-II (I),"",treatment.naive,Tirosh
CY89A_CD45_POS_6_F05_S161_comb,Mel89,B_cell,B_cell,3297,-10.6508,14.909,-0.0539,-0.0707,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD_90_pos_C11_S899_comb,Mel80,Fibroblast,Fibroblast,5562,-12.0916,-7.1869,0.1697,0.4242,Not cycling,,"","",treatment.naive,Tirosh
CY88_3_H12_S672_comb,Mel88,Malignant,Malignant,11399,14.261,36.6823,0.2973,0.1822,Not cycling,0.2355,PDAC classical,"",post.treatment,Tirosh
cy88_cd_45_pos_D09_S429_comb,Mel88,Macrophage,Macrophage,3518,-27.0998,23.0031,-0.169,0.1081,Not cycling,,"","",post.treatment,Tirosh
cy79_p3_CD45_pos_PD1_neg_C06_S126_comb,Mel79,B_cell,B_cell,2051,-13.2425,18.214,-0.0346,-0.0692,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD_90_pos_C04_S892_comb,Mel80,Fibroblast,Fibroblast,4480,-11.9552,-7.1425,0.9563,1.5337,G2/M,,"","",treatment.naive,Tirosh
Cy72_CD45_E06_S726_comb,Mel72,"",Unassigned,3147,16.4801,4.1564,,,"",,"","",post.treatment,Tirosh
cy94_cd45neg_cd90pos_A10_S298_comb,Mel94,Endothelial,Endothelial,4792,-7.978,-25.4019,-0.1972,-0.1231,Not cycling,,"","",post.treatment,Tirosh
Cy72_CD45_E11_S731_comb,Mel72,"",Unassigned,2990,16.3081,4.3913,,,"",,"","",post.treatment,Tirosh
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F04_S1024_comb,Mel60,B_cell,B_cell,2855,-9.3108,15.6992,-0.005,0.0718,Not cycling,2.0429,Metabolism/MYC,Metabolism/MYC,post.treatment,Tirosh
CY89A_Core_15_F05_S65_comb,Mel89,B_cell,B_cell,2041,-12.6022,16.0086,-0.0646,-0.0552,Not cycling,,"","",treatment.naive,Tirosh
cy74_CD45_pos_F02_S734_comb,Mel74,B_cell,B_cell,2486,-10.4455,16.2727,0.0372,-0.1196,Not cycling,,"","",post.treatment,Tirosh
CY94CD45POS_1_F08_S164_comb,Mel94,B_cell,B_cell,3496,-11.752,16.3426,0.0243,0.048,Not cycling,1.0849,MHC-II,MHC-II,post.treatment,Tirosh
Cy74_CD45_B08_S404_comb,Mel74,B_cell,B_cell,2364,-8.7676,15.081,0.0606,0.0086,Not cycling,,"","",post.treatment,Tirosh
cy60_1_cd_45_pos_3_B12_S312_comb,Mel60,B_cell,B_cell,2915,-8.0475,17.8044,0.0848,0.0146,Not cycling,0.9134,MHC-II,"",post.treatment,Tirosh
cy94_cd45neg_cd90pos_F04_S352_comb,Mel94,Endothelial,Endothelial,5790,-7.5258,-25.2172,-0.0955,-0.06,Not cycling,,"","",post.treatment,Tirosh
cy94_cd45pos_C11_S131_comb,Mel94,B_cell,B_cell,5839,20.0976,-3.2315,-0.2482,-0.0717,Not cycling,0.9548,MHC-II,"",post.treatment,Tirosh
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E04_S1012_comb,Mel60,B_cell,B_cell,2829,-7.7374,18.0452,0.2829,-0.0153,Not cycling,0.5606,Memory,"",post.treatment,Tirosh
cy80_Cd45_pos_Pd1_neg_S248_C08_S248_comb,Mel80,B_cell,B_cell,4726,-12.0248,17.5499,0.0073,-0.0181,Not cycling,,"","",treatment.naive,Tirosh
cy84_Primary_CD45_pos_E06_S438_comb,Mel84,B_cell,B_cell,3797,-10.6305,15.782,-0.1095,-0.028,Not cycling,,"","",treatment.naive,Tirosh
CY88CD45POS_7_D01_S229_comb,Mel88,T_cell,T_cell,5096,15.4985,-1.9647,-0.0082,-0.1061,Not cycling,0.8626,CD4 - Naive1,"",post.treatment,Tirosh
cy80_CD_90_pos_B04_S880_comb,Mel80,Fibroblast,Fibroblast,8167,-12.1707,-7.2897,0.0795,0.2412,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD45_neg_E12_S924_comb,Mel80,Endothelial,Endothelial,5743,-7.2873,-25.8621,-0.2094,-0.0232,Not cycling,,"","",treatment.naive,Tirosh
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B10_S982_comb,Mel60,B_cell,B_cell,2132,-9.1401,17.8348,-0.111,-1e-04,Not cycling,0.8878,MHC-II,"",post.treatment,Tirosh
cy80_Cd45_pos_PD1_pos_A02_S14_comb,Mel80,B_cell,B_cell,3726,-13.2136,16.5262,-0.1239,0.125,Not cycling,,"","",treatment.naive,Tirosh
CY89A_CD45_POS_10_A11_S203_comb,Mel89,B_cell,B_cell,2832,-13.0122,15.4991,0.2732,0.0597,Not cycling,,"","",treatment.naive,Tirosh
cy60_1_cd_45_pos_4_G02_S74_comb,Mel60,B_cell,B_cell,3097,-12.5532,15.3621,0.0626,-0.1853,Not cycling,1.3357,MHC-II,MHC-II,post.treatment,Tirosh
CY88_3_D06_S618_comb,Mel88,Malignant,Malignant,8110,14.0728,36.7477,0.3941,0.2584,Not cycling,0.6372,Skin pigmentation,"",post.treatment,Tirosh
cy94_cd45neg_cd90pos_B12_S312_comb,Mel94,B_cell,B_cell,2639,-9.768,14.5502,-0.0419,-0.0515,Not cycling,1.0148,MHC-II,MHC-II,post.treatment,Tirosh
cy84_Primary_CD45_pos_G04_S460_comb,Mel84,B_cell,B_cell,4576,-10.4495,15.9874,0.0768,-0.0977,Not cycling,,"","",treatment.naive,Tirosh
Cy72_CD45_G09_S753_comb,Mel72,"",Unassigned,3495,-11.4436,17.8199,,,"",,"","",post.treatment,Tirosh
cy60_1_cd_45_pos_4_D12_S48_comb,Mel60,B_cell,B_cell,2492,-10.4978,16.5842,-0.0377,-0.0269,Not cycling,-0.0961,Progenitor,"",post.treatment,Tirosh
cy80_CD45_neg_F12_S456_comb,Mel80,"",Unassigned,10712,20.2248,-2.0889,,,"",,"","",treatment.naive,Tirosh
CY94CD45POS_1_B05_S113_comb,Mel94,Macrophage,Macrophage,7231,-30.683,19.3752,0.1637,-0.1758,Not cycling,,"","",post.treatment,Tirosh
cy80_CD45_neg_D02_S422_comb,Mel80,"",Unassigned,2717,-12.1508,18.266,,,"",,"","",treatment.naive,Tirosh
CY94CD45POS_1_C04_S124_comb,Mel94,T_cell,T_Cell_CD4,5704,-29.8409,19.7251,-0.1443,-0.1519,Not cycling,0.584,CD8 - Cytotoxic,"",post.treatment,Tirosh
CY88CD45POS_7_F05_S257_comb,Mel88,B_cell,B_cell,5120,-42.1242,7.6863,-0.1237,0.0097,Not cycling,,"","",post.treatment,Tirosh
cy84_Primary_CD45_neg_G03_S1035_comb,Mel84,Fibroblast,Fibroblast,7060,3.1077,-27.3697,0.2958,0.0756,Not cycling,,"","",treatment.naive,Tirosh
cy94_cd45neg_cd90pos_E12_S348_comb,Mel94,Fibroblast,Fibroblast,4976,-7.9657,-24.4686,1.7939,0.844,G1/S,,"","",post.treatment,Tirosh
cy82_CD45_pos_1_B12_S504_comb,Mel82,B_cell,B_cell,3655,-12.8664,18.3003,0.0098,0.1342,Not cycling,,"","",treatment.naive,Tirosh
cy94_cd45pos_C08_S128_comb,Mel94,B_cell,B_cell,3418,-12.6689,15.6751,0.0939,-0.0707,Not cycling,0.7396,MHC-II,"",post.treatment,Tirosh
cy79_p5_CD45_neg_PDL1_neg_B04_S784_comb,Mel79,Malignant,Malignant,4100,18.5967,-29.8994,-0.0193,0.0443,Not cycling,1.9287,Stress,Stress,treatment.naive,Tirosh
cy80_Cd45_pos_Pd1_neg_S222_B06_S222_comb,Mel80,B_cell,B_cell,3911,-11.6544,16.524,0.1294,0.0359,Not cycling,,"","",treatment.naive,Tirosh
CY88CD45POS_7_D03_S231_comb,Mel88,T_cell,T_cell,4854,-42.1904,7.736,-0.2815,-0.1703,Not cycling,0.9426,CD8 - Interferon,"",post.treatment,Tirosh
cy88_cd_45_pos_E05_S437_comb,Mel88,B_cell,B_cell,2476,-41.9108,7.9339,-0.1874,-0.1392,Not cycling,,"","",post.treatment,Tirosh
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D06_S1002_comb,Mel60,B_cell,B_cell,2239,-8.2994,18.2191,-0.2285,-0.0098,Not cycling,0.7016,MHC-II,"",post.treatment,Tirosh
cy88_cd_45_pos_G05_S461_comb,Mel88,Macrophage,Macrophage,2825,-12.9507,34.6987,-0.1038,-0.1366,Not cycling,,"","",post.treatment,Tirosh
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F09_S549_comb,Mel79,B_cell,B_cell,2327,-13.6024,18.3068,-0.021,-0.0077,Not cycling,,"","",treatment.naive,Tirosh
cy53_1_CD45_pos_2_B12_S984_comb,Mel53,Macrophage,Macrophage,7241,-28.0205,21.3434,1.1271,0.0401,G1/S,,"","",treatment.naive,Tirosh
CY94CD45POS_1_F05_S161_comb,Mel94,B_cell,B_cell,4121,-12.2068,15.6958,-0.0769,-0.0527,Not cycling,1.2779,MHC-II,MHC-II,post.treatment,Tirosh
cy58_1_CD45_pos_H05_S665_comb,Mel58,T_cell,T_Cell_CD8,2920,12.9438,6.2466,0.1934,0.1439,Not cycling,0.336,CD4 - Cell Cycle,"",post.treatment,Tirosh
cy94_cd45pos_4_D06_S42_comb,Mel94,B_cell,B_cell,5006,-11.2983,14.6965,-0.1186,0.0334,Not cycling,1.1595,Metabolism/MYC,"",post.treatment,Tirosh
Cy74_CD45_H08_S476_comb,Mel74,Macrophage,Macrophage,2994,-29.1169,18.2831,-0.0825,-0.0654,Not cycling,,"","",post.treatment,Tirosh
CY94CD45POS_1_B02_S110_comb,Mel94,B_cell,B_cell,5696,-30.8453,19.0045,-0.0421,-0.0475,Not cycling,1.009,Respiration,"",post.treatment,Tirosh
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A05_S965_comb,Mel60,B_cell,B_cell,2636,-7.7197,18.1521,-0.1346,0.1045,Not cycling,0.9412,HSP/Stress,"",post.treatment,Tirosh
cy94_cd45pos_4_G08_S80_comb,Mel94,B_cell,B_cell,3732,-13.4927,14.5208,-0.0338,-0.0384,Not cycling,1.3051,MHC-II,MHC-II,post.treatment,Tirosh
cy84_Primary_CD45_pos_E01_S433_comb,Mel84,Macrophage,Macrophage,4347,-30.1429,17.184,-0.0498,-0.0241,Not cycling,,"","",treatment.naive,Tirosh
cy80_Cd45_pos_Pd1_neg_S204_A12_S204_comb,Mel80,B_cell,B_cell,3629,-12.916,17.0055,-0.0636,0.0132,Not cycling,,"","",treatment.naive,Tirosh
cy58_1_CD45_pos_B10_S598_comb,Mel58,Macrophage,Macrophage,4614,-13.0578,34.8016,0.0112,0.1245,Not cycling,,"","",post.treatment,Tirosh
CY89A_Core_15_E05_S53_comb,Mel89,"",Unassigned,2607,15.2116,-0.7066,,,"",,"","",treatment.naive,Tirosh
cy94_cd45pos_D04_S136_comb,Mel94,B_cell,B_cell,9456,20.0606,-2.6463,0.1642,-0.076,Not cycling,0.7723,Plasma,"",post.treatment,Tirosh
CY94CD45POS_1_B06_S114_comb,Mel94,B_cell,B_cell,5287,-7.3186,-5.6112,-0.0591,0.0516,Not cycling,0.7892,MHC-II,"",post.treatment,Tirosh
Cy74_CD45_C03_S411_comb,Mel74,B_cell,B_cell,2662,-9.2479,16.2739,0.1277,-0.053,Not cycling,,"","",post.treatment,Tirosh
Cy71_CD45_A04_S484_comb,Mel71,Malignant,Malignant,4514,29.2279,30.825,-0.0985,-0.0446,Not cycling,,"","",treatment.naive,Tirosh
cy80_Cd45_pos_Pd1_neg_S197_A05_S197_comb,Mel80,B_cell,B_cell,4031,-12.6006,18.2021,-0.1727,-0.1059,Not cycling,,"","",treatment.naive,Tirosh
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E07_S535_comb,Mel79,B_cell,B_cell,2470,-13.6607,18.6669,0.1676,0.0281,Not cycling,,"","",treatment.naive,Tirosh
cy74_CD45_pos_G12_S756_comb,Mel74,B_cell,B_cell,2909,-11.8691,18.2761,-0.0703,0.0102,Not cycling,,"","",post.treatment,Tirosh
CY88CD45_150813_F03_S351_comb,Mel88,Malignant,Malignant,2809,-8.0521,-3.1908,-0.205,-0.1576,Not cycling,0.5659,Interferon/MHC-II (I),"",post.treatment,Tirosh
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C12_S996_comb,Mel60,B_cell,B_cell,2308,-8.5327,18.3802,0.1225,-0.0713,Not cycling,0.6837,MHC-II,"",post.treatment,Tirosh
CY89A_CD45_POS_6_G06_S174_comb,Mel89,T_cell,T_cell,4072,-42.2722,7.3228,0.0089,0.0119,Not cycling,0.5562,CD8 - Glycolysis/MYC,"",treatment.naive,Tirosh
cy80_CD45_neg_C08_S416_comb,Mel80,"",Unassigned,4735,15.9762,0.0844,,,"",,"","",treatment.naive,Tirosh
cy94_cd45neg_cd90pos_H11_S383_comb,Mel94,Endothelial,Endothelial,5628,-7.7643,-5.5103,0.0876,-0.0951,Not cycling,,"","",post.treatment,Tirosh
CY89A_Core_15_C12_S36_comb,Mel89,B_cell,B_cell,3742,-11.9204,15.93,0.023,-0.0578,Not cycling,,"","",treatment.naive,Tirosh
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H04_S568_comb,Mel79,B_cell,B_cell,3314,-14.7848,18.4986,0.0766,0.0861,Not cycling,,"","",treatment.naive,Tirosh
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B11_S311_comb,Mel79,"",Unassigned,2995,24.1965,-28.2611,,,"",,"","",treatment.naive,Tirosh
cy60_1_cd_45_pos_4_E06_S54_comb,Mel60,B_cell,B_cell,3111,-10.4124,15.8787,-0.1081,-0.0241,Not cycling,0.8798,MHC-II,"",post.treatment,Tirosh
cy60_1_cd_45_pos_4_A10_S10_comb,Mel60,B_cell,B_cell,3084,-11.8461,15.0154,0.4048,0.0866,Not cycling,1.465,Metabolism/MYC,Metabolism/MYC,post.treatment,Tirosh
CY94CD45POS_1_H05_S185_comb,Mel94,B_cell,B_cell,3866,-12.5659,15.0029,-0.0202,-0.0616,Not cycling,0.4844,B-cells1,"",post.treatment,Tirosh
cy79_p5_CD45_pos_PD1_pos_D09_S621_comb,Mel79,B_cell,B_cell,3720,-14.8869,18.1543,0.1383,0.1783,Not cycling,,"","",treatment.naive,Tirosh
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B03_S495_comb,Mel79,B_cell,B_cell,2872,-14.3197,17.5346,-0.06,0.2019,Not cycling,,"","",treatment.naive,Tirosh
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E04_S532_comb,Mel79,B_cell,B_cell,2530,-14.8067,18.23,0.1691,-0.0594,Not cycling,,"","",treatment.naive,Tirosh
CY94CD45POS_1_E02_S146_comb,Mel94,B_cell,B_cell,6238,20.677,-3.1491,0.2048,-0.1711,Not cycling,1.1921,MHC-II,MHC-II,post.treatment,Tirosh
cy80_Cd45_pos_Pd1_neg_S203_A11_S203_comb,Mel80,B_cell,B_cell,3976,-13.3248,17.0535,0.0317,0.0161,Not cycling,,"","",treatment.naive,Tirosh
cy94_cd45pos_4_D07_S43_comb,Mel94,B_cell,B_cell,4267,-11.749,14.7799,0.1973,-0.0805,Not cycling,1.7387,MHC-II,MHC-II,post.treatment,Tirosh
cy94_cd45pos_C04_S124_comb,Mel94,B_cell,B_cell,6348,19.594,-2.3549,0.0605,-0.1281,Not cycling,1.0204,MHC-II,MHC-II,post.treatment,Tirosh
Cy81_Bulk_CD45_D05_S137_comb,Mel81,"",Unassigned,3176,3.8726,-36.585,,,"",,"","",treatment.naive,Tirosh
